,Material,Created By,Created On,Client lvl,Mat. Type,Industry,Matl Group,Unit,PV key,Material Description,Purchase Order Text,catalog
18342,555018676,LAKSGOP,41810,,ZSC2,P,Z022,KIT,,T4 - Roche,T4 -  Cat No: 12017709122 -  T4 Elecsys Kit – Roche,Cat No: 12017709122 -  T4 Elecsys Kit – Roche
18343,555022270,LAKSGOP,41943,,ZSC2,P,Z022,ML,,HYDRANAL®-Standard 0.1,"Hydranal standard 0.1 mg/ml, Product code:34847, pack size: 40 ml,Hydranal",P
18344,555018680,LAKSGOP,41810,,ZSC2,P,Z022,KIT,,TSH Cal Set,TSH CalSet – Cat No: 04738551190 – TSH CalSet Elecsys Kit,Cat No: 04738551190 – TSH CalSet Elecsys Kit
18345,555018679,LAKSGOP,41810,,ZSC2,P,Z022,KIT,,T4 Cal Set,T4 Cal Set – Cat No: 12017717122 – T4 CalSet Elecsys Kit,Cat No: 12017717122 – T4 CalSet Elecsys Kit
18346,555021446,LAKSGOP,41907,,ZSC2,P,Z022,MG,,ANTIBODIES,ANTIBODIES,
18347,555019477,LAKSGOP,41838,,ZSC2,P,Z022,PAC,,STATMARK™ Pen,"STATMARK™ Permanent Marker for Cassette and Slide Mark Product code-Z648191-12EA,",P
18348,555022991,LAKSGOP,41967,,ZSC2,P,Z022,EA,,CAPS,CAPS,
18349,555027261,LAKSGOP,42149,,ZSC2,P,Z022,PAC,,Z-STA CUVETTE-STA Compact-38669(6*1000),Z-STA CUVETTE-STA Compact-38669(6*1000),
18350,555019088,LAKSGOP,41824,,ZSC2,P,Z022,CV,,Self Standing Centrifuge Tubes 50 mL,"Self Standing Centrifuge Tubes, Pp/HDPE, 50ml, Item Code: P10423-I",
18351,555019716,LAKSGOP,41845,,ZSC2,P,Z022,G,,Quinaldine Red,Quinaldine Red,
18352,555018930,LAKSGOP,41817,,ZSC2,P,Z022,KIT,,TransIT-PRO,"TransIT-PRO Transfection Kit, Mirus Bio LLC CAT# MIR 5760",CAT# MIR 5760
18353,555021449,LAKSGOP,41907,,ZSC2,P,Z022,PAC,,Paraoxon-ethyl -36186,"Paraoxon-ethyl -Fluka 36186 -100 MG) O,O-Diethyl O-(4-nitrophenyl) phosphate, Diethyl p-nitrophenyl phosphate, Paraoxon-ethyl, Parao",
18354,555018057,LAKSGOP,41796,,ZSC2,P,Z022,G,,"Iodine,Make:Spectrochem,Grade:AR","Iodine,Make:Spectrochem,Grade:AR",
18355,555022275,LAKSGOP,41943,,ZSC2,P,Z022,ML,,"Chloroform, Product code: 3080601, Pack","Chloroform, Product code: 3080601, Pack size: 1000 ml,Biosolve",P
18356,555022272,LAKSGOP,41943,,ZSC2,P,Z022,ML,,HYDRANAL®-Standard 10.0,"Hydranal standard 10 mg/ml, Product code:34849, pack size: 80 ml,Hydranal",P
18357,555019163,LAKSGOP,41828,,ZSC2,P,Z022,KIT,,FSH- ROCHE,FSH- ROCHE ELECSYS KIT 11775863122,
18358,555019169,LAKSGOP,41828,,ZSC2,P,Z022,KIT,,FSH CALSET- ROCHE,FSH II CALSET- ROCHE ELESYS KIT 03032680122,
18359,555021262,LAKSGOP,41900,,ZSC2,P,Z022,M,,"Teflon hose ID:12mm, OD:16mm","Teflon hose ID:12mm, OD:16mm",
18360,555022271,LAKSGOP,41943,,ZSC2,P,Z022,ML,,HYDRANAL®-Standard 1.0,"Hydranal standard 1 mg/ml, Product code:34828, pack size: 40 ml,Hydranal",P
18361,555020898,LAKSGOP,41887,,ZSC2,P,Z022,MG,,Moxidectin for system suitability,Moxidectin for system suitability CRS,
18362,555019712,LAKSGOP,41845,,ZSC2,P,Z022,ML,,Boron trifluoride,Boron trifluoride,
18363,555019113,LAKSGOP,41824,,ZSC2,P,Z022,G,,Potassium hydrogen phthalate,Potassium hydrogen pthalate Suprapure grade,
18364,555028599,LAKSGOP,42199,,ZSC2,P,Z022,PAC,,Cellculture,Cellculture,
18365,555018063,LAKSGOP,41796,,ZSC2,P,Z022,G,,Dimethyl sulfoxide,"	Dimethyl sulfoxide-DMSO â€“ 50 ml â€“ cat # D310GS â€“ Leonid, with septum bottle","cat # D310GS â€“ Leonid, with septum bottle"
18366,555022657,LAKSGOP,41955,,ZSC2,P,Z022,G,,Irgafos 168 - Plastic additive 12 CRS,"Irgafos 168 - Plastic additive 12 CRS,Cat No.:CRS,P2155012","Cat No.:CRS,P2155012"
18367,555022651,LAKSGOP,41955,,ZSC2,P,Z022,G,,Erucamide - Plastic additive 21 CRS,"Erucamide - Plastic additive 21 CRS,Cat No,:E1260000","Cat No,:E1260000"
18368,555022654,LAKSGOP,41955,,ZSC2,P,Z022,G,,Irganox 1010 - Plastic additive 09 CRS,"Irganox 1010 - Plastic additive 09 CRS,Cat No.:CRS,P2155009","Cat No.:CRS,P2155009"
18369,555022656,LAKSGOP,41955,,ZSC2,P,Z022,G,,Irganox 1076 - Plastic additive 11 CRS,"Irganox 1076 - Plastic additive 11 CRS,Cat No.:CRS,P2155011","Cat No.:CRS,P2155011"
18370,555019191,LAKSGOP,41828,,ZSC2,P,Z022,KIT,,Lenti-X™ p24 Rapid Titer Kit ,Lenti-X™ p24 Rapid Titer Kit  (Clontech # 632200),
18371,555022668,LAKSGOP,41955,,ZSC2,P,Z022,KIT,,Fluorogenic DPP9 Assay Kit,Fluorogenic DPP9 Assay Kit (bpsbioscience # 80209),
18372,555019587,LAKSGOP,41843,,ZSC2,P,Z022,PAC,,MALB- MICROALBUMIN,MALB- MICROALBUMIN- (DF 114),
18373,555045696,LAVAMA,42852,,ZSC2,P,Z022,NOS,,"Saran wrap, clear plastic wrap, make: Sa","Saran wrap, clear plastic wrap, make: Saran, product code :pack size : 200 sq. Feet (205 ft.x 11 3/4 IN)18.6 m2 (62.5 m x 29.8 cm)",p
18374,555019337,LAKSGOP,41835,,ZSC2,P,Z022,PAC,,"Vi-Cell focus control 15ml, Beckman Coul","Vi-Cell focus control 15ml, Beckman Coulter, Cat# 175474",Cat# 175474
18375,555018421,LAKSGOP,41803,,ZSC2,P,Z022,G,,EDTA,EDTA-Sigma Molecular Biology grade,
18376,555019453,LAKSGOP,41838,,ZSC2,P,Z022,PAC,,WIDE MOUTH BOTTLE,"WIDE MOUTH BOTTLE (1000 ml) Make-TARSONS,Product code-584250",P
18377,555019336,LAKSGOP,41835,,ZSC2,P,Z022,PAC,ZM00,"Vi-Cell Concentration control 20ml, Beck","Vi-Cell Concentration control 20ml, Beckman Coulter, Cat# 175478",Cat# 175478
18378,555020887,LAKSGOP,41887,,ZSC2,P,Z022,ML,,Glycerin USP RS,Glycerin USP RS,
18379,555018520,LAKSGOP,41806,,ZSC2,P,Z022,µMR,,Oligo HPLC purified,Oligo HPLC Sigma Aldrich,
18380,555023395,LAKSGOP,41984,,ZSC2,P,Z022,VAI,,BUFFER SOLUTION,BUFFER SOLUTION,
18381,555018424,LAKSGOP,41803,,ZSC2,P,Z022,L,,Methanol,Methanol for HPLC,
18382,555041961,INFAJE,42718,,ZSC2,P,Z022,NOS,,"STEADY-GLO LUCIFERASE ASSAY SYSTEM,CAT#","STEADY-GLO LUCIFERASE ASSAY SYSTEM,CAT#E2520 ,PROMEGA","CAT#E2520 ,PROMEGA"
18383,555032600,LAKSGOP,42391,,ZSC2,P,Z022,BOX,,Disposable polypropylene test tubes,Disposable polypropylene test tubes,
18384,555032605,LAKSGOP,42391,,ZSC2,P,Z022,G,,Potassium Hydrogen Pthalate,Potassium Hydrogen Pthalate,
18385,555020449,LAKSGOP,41877,,ZSC2,P,Z022,G,,Sodium-1- heptanesulfonate,Sodium-1- heptanesulfonate CAT NO. H2766,CAT NO. H2766
18386,555021416,LAKSGOP,41906,,ZSC2,P,Z022,ML,,HYDROGEN PEROXIDE 33%,HYDROGEN PEROXIDE 33%,
18387,555032150,LAKSGOP,42362,,ZSC2,P,Z022,G,,"N,N'-METHYLENEBISACRYLAMIDE, 99%","N,N'-METHYLENEBISACRYLAMIDE, 99%-146072",
18388,555035426,LAKSGOP,42508,,ZSC2,P,Z022,PAC,,Sample vail for 832 P: 100X ( metrohm),Sample vail for 832 P: 100X ( metrohm) (62419007(Part No),P
18389,555032585,LAKSGOP,42390,,ZSC2,P,Z022,PAA,,"HYPALON GLOVES 30'' LONG , 0.4 MM THK","HYPALON GLOVES 30'' LONG , 0.4 MM THK",
18390,555027063,LAKSGOP,42144,,ZSC2,P,Z022,PC,,CELL LINES,CELL LINES,
18391,555020255,LAKSGOP,41865,,ZSC2,P,Z022,G,,LACTAM ANALOG,LACTAM ANALOG,
18392,555032610,LAKSGOP,42391,,ZSC2,P,Z022,G,,Diphosphoruspentoxide,Diphosphoruspentoxide,
18393,555018050,LAKSGOP,41796,,ZSC2,P,Z013,G,,Lactic acid,Lactic acid,
18394,555035606,LAKSGOP,42515,,ZSC2,P,Z022,MG,,D-Cys Eptifibatide impurity,D-Cys Eptifibatide impurity,
18395,555020088,LAKSGOP,41859,,ZSC2,P,Z022,L,,IPA (Iso propyl alcohol) LR GRADE,IPA (Iso propyl alcohol) LR GRADE,
18396,555032614,LAKSGOP,42391,,ZSC2,P,Z022,G,,Butylhydroxy toluene,Butylhydroxy toluene,
18397,555021943,LAKSGOP,41932,,ZSC2,P,Z022,ML,,HUMAN CELL LINE,HUMAN CELL LINE,
18398,555035427,LAKSGOP,42508,,ZSC2,P,Z022,PAC,,Crimp cap : 1 X  ( Metrohm),SCrimp cap : 1 X ( Metrohm) (61448057) ( part No),p
18399,555019419,LAKSGOP,41837,,ZSC2,P,Z022,PAC,,Immunology 1 LIQ,"Liquichek Immunology control L1,Catalog No 591(Pack size 6x1ML)",Catalog No 591(Pack size 6x1ML)
18400,555019420,LAKSGOP,41837,,ZSC2,P,Z022,PAC,,Immunology 2LIQ,"Liquichek Immunology control L2,Catalog No 592(Pack size 6x1ML)",Catalog No 592(Pack size 6x1ML)
18401,555019421,LAKSGOP,41837,,ZSC2,P,Z022,PAC,,Immunology 3LIQ,"Liquichek Immunology control L3,Catalog No 593(Pack size 6x1ML)",Catalog No 593(Pack size 6x1ML)
18402,555035690,LAKSGOP,42517,,ZSC2,P,Z022,ZTB,,BD Vacutainer K2 EDTA 18mg 10ml,BD Vacutainer K2 EDTA 18mg 10ml Cat No.367525,Cat No.367525
18403,555023004,LAKSGOP,41968,,ZSC2,P,Z022,PAC,,Transfer pipettes,"Transfer pipettes , volume: 3.5 Ml",
18404,555021304,LAKSGOP,41901,,ZSC2,P,Z022,M,,PVC FLEXIBLE HOSE-4’’PVC  flexible scrub,PVC FLEXIBLE HOSE-4’’PVC flexible scrub,
18405,555035708,LAKSGOP,42517,,ZSC2,P,Z022,G,,Ammonium molybdate,Ammonium molybdate,
18406,555021958,LAKSGOP,41932,,ZSC2,P,Z022,G,,Aluminium ammonium sulfate dodecahydrate,Aluminium ammonium sulfate dodecahydrate,
18407,555035652,LAKSGOP,42516,,ZSC2,P,Z022,PAC,,CCl-V945 (Amber color Vials),CCl-V945 (Amber color Vials),
18408,555035709,LAKSGOP,42517,,ZSC2,P,Z022,G,,Ammonium meta vanadate,Ammonium meta vanadate,
18409,555032612,LAKSGOP,42391,,ZSC2,P,Z022,KG,,Charcoal activated,Charcoal activated,
18410,555018098,LAKSGOP,41796,,ZSC2,P,Z013,G,,D-Manitol,D-Manitol,
18411,555021809,LAKSGOP,41926,,ZSC2,P,Z022,G,,Deconex CIP Fresh,Deconex CIP Fresh,
18412,555021856,LAKSGOP,41927,,ZSC2,P,Z022,M,,Silicone tube transparent,Silicone tube transparent,
18413,555035756,LAKSGOP,42520,,ZSC2,P,Z022,L,,Cyclo Hexane(HPLC grade),Cyclo Hexane(HPLC grade),
18414,555020304,LAKSGOP,41870,,ZSC2,P,Z022,G,,L-Phenylalanine,"L-Phenylalanine,supplier-Sigma,Cat No-78019,Grade-=99.0%","Cat No-78019,Grade-=99.0%"
18415,555032584,LAKSGOP,42390,,ZSC2,P,Z022,PAA,,"HYPALON GLOVES 13'' LONG,0.4 MMTHK,","HYPALON GLOVES 13'' LONG,0.4 MMTHK,",
18416,555018061,LAKSGOP,41796,,ZSC2,P,Z013,G,,Acetonitrile,Acetonitrile,
18417,555021410,LAKSGOP,41906,,ZSC2,P,Z022,KG,ZM00,Liquide Detergent (Ezee),Liquide Detergent (Ezee),
18418,555026558,LAKSGOP,42124,,ZSC2,P,Z022,PAC,,MULTI-ARRAY® 96 Avidin Plate Pack (30 Pl,MULTI-ARRAY® 96 Avidin Plate Pack (30 Plate); Cat#L15AA-5,Cat#L15AA-5
18419,555032599,LAKSGOP,42391,,ZSC2,P,Z022,G,,Ammonium Peroxodisulfate,Ammonium Peroxodisulfate,
18420,555018067,LAKSGOP,41796,,ZSC2,P,Z013,L,,Ethanol,Ethanol,
18421,555019526,LAKSGOP,41842,,ZSC2,P,Z022,PAC,ZM00,"Deodorising Pearls Citrus fragrance, Him","Deodorising Pearls Citrus fragrance, Himedia, Cat# LA008A-10x50NOS.",Cat# LA008A-10x50NOS.
18422,555020718,LAKSGOP,41885,,ZSC2,P,Z022,G,,Calcium Chloride Dihydrate,"Calcium Chloride Dihydrate, USP Grade",
18423,555021626,LAKSGOP,41919,,ZSC2,P,Z022,M,ZM00,"TEFLON HOSE -1""",TEFLON HOSE -1'',
18424,555022243,LAKSGOP,41943,X,ZSC2,P,Z022,NOS,,Buchi Clip B-19,Buchi Clip B-19 for SC lab,
18425,555129673,PARAVE,45691,,ZSC2,P,Z022,NOS,,909036 / 35mL Pressure Vials - Set of 25,"909036 / 35mL Pressure Vials - Set of 25),LAB INDIA",
18426,555032582,LAKSGOP,42390,,ZSC2,P,Z022,G,,LANTHANUM NITRATE  HEXAHYDRATE,LANTHANUM NITRATE HEXAHYDRATE,
18427,555019389,LAKSGOP,41836,,ZSC2,P,Z022,PC,,"CHIRALPAK IF-3(4.6 X150mm, 3μm)  Part no","CHIRALPAK IF-3(4.6 X150mm, 3μm) Part no : 86524",P
18428,555035412,LAKSGOP,42507,,ZSC2,P,Z022,CV,,5% DEXTROSE INJ USP 500 ML,5% DEXTROSE INJ USP 500 ML,
18429,555117421,SHWSAL,44915,,ZSC2,P,Z022,NOS,,"B1519-100Ml-Bottels(GL-45),Reagent Amber","B1519-100Ml-Bottels(GL-45),Reagent Amber Wide Mouth,with Screw Cap- Borosil cat#1519016",cat#1519016
18430,555032603,LAKSGOP,42391,,ZSC2,P,Z022,BOX,,"Syringes, 5ml",Syringes 5 ML,
18431,555032598,LAKSGOP,42391,,ZSC2,P,Z022,ML,,Iron Standard Solution,Iron Standard Solution,
18432,555026626,LAKSGOP,42128,,ZSC2,P,Z022,PAC,,MSD GOLD 96-well Streptavidin SECTOR Pl,MSD GOLD 96-well Streptavidin SECTOR Plate Pack (30 Plate); Cat#L15SA-5,Cat#L15SA-5
18433,555018053,LAKSGOP,41796,,ZSC2,P,Z013,G,,Sodium hexanesulfonate,Sodium hexanesulfonate,
18434,555018973,LAKSGOP,41820,,ZSC2,P,Z013,ML,,AMINO ALCOHOL ANALOG,AMINO ALCOHOL ANALOG,
18435,555010311,BATCH_MM,41748,,ZSC2,P,Z022,NOS,,"REAGENT BOTTLE-Amber,1 Ltr,Borosil(15190","REAGENT BOTTLE-Amber,1 Ltr,Borosil(1519029) B.1519",
18436,555024322,SHRUHO,42032,X,ZSC2,P,Z022,G,,Hexafluro Isopropanol,Hexafluro Isopropanol,
18437,555026502,MURAMU,42122,X,ZSC2,P,Z022,NOS,,20MM AL SILVER CRIMP CAP WITHOUT SEPTA -,"20MM AL SILVER CRIMP CAP WITHOUT SEPTA -CAT#-FULA 01,SAINT-GOBAIN.","CAT#-FULA 01,SAINT-GOBAIN."
18438,555028077,SHRUHO,42178,X,ZSC2,P,Z022,NOS,,"FOMBLIN GREASE,100G CR862","FOMBLIN GREASE,100G CR862,PART NO:H11350116",P
18439,555018451,LAKSGOP,41803,,ZSC2,P,Z022,CV,,384 well plate,"384 well plate,Non-Treated; no lid; Nonsterile; 25/100-Cat#262160-Thermo Nunc",Cat#262160-Thermo Nunc
18440,555029700,MURAMU,42251,X,ZSC2,P,Z022,NOS,,VOLLEY BALL,VOLLEY BALL,
18441,555010315,BATCH_MM,41748,,ZSC2,P,Z022,NOS,,"REAGENT BOTTLE-B1501-BOTTLES,REAGENT,WID","REAGENT BOTTLE-B1501-BOTTLES,REAGENT,WIDE MOUTH-1000ML(1501029)BOROSIL",
18442,555031252,SHRUHO,42321,X,ZSC2,P,Z067,NOS,,ULTRAGRADE 20 OIL 4 LTR  PART NOH1102401,ULTRAGRADE 20 OIL 4 LITRES PART NOH11024013,P
18443,555035049,SHRUHO,42494,X,ZSC2,P,Z022,NOS,,5 ml plastic syringe,5 ml plastic syringe,
18444,555045732,INFAJE,42853,X,ZSC2,P,Z022,NOS,,SEPERATING FUNNEL 500ML WITH TEFLON STOP,SEPERATING FUNNEL 500ML WITH TEFLON STOPCOCK,
18445,555045733,INFAJE,42853,X,ZSC2,P,Z022,NOS,,SEPERATING FUNNEL 1000ML WITH TEFLON STO,SEPERATING FUNNEL 1000ML WITH TEFLON STOPCOCK,
18446,555045797,INFAJE,42858,X,ZSC2,P,Z022,NOS,,SEPERATING FUNNEL 100ML WITH TEFLON STOP,SEPERATING FUNNEL 100ML WITH TEFLON STOPCOCK,
18447,555049621,LAVAMA,42999,X,ZSC2,P,Z022,NOS,,"Texwipe Alpha Polyester Series Swabs,Cat","Texwipe Alpha Polyester Series Swabs,Cat No.:191301232",Cat No.:191301232
18448,555084001,SHRUHO,43608,X,ZSC2,P,Z022,NOS,,Seperating funnel 50 mL,Seperating funnel 50 mL,
18449,555090629,SHRUHO,43879,X,ZSC2,P,Z022,CV,,"15 ML, Conical Centrifuge Tube With Cap,","15 ML, Conical Centrifuge Tube With Cap, Clear,Non- Sterial,CAT NO:GEN- CT-15ML",CAT NO:GEN- CT-15ML
18450,555091928,SHRUHO,43948,X,ZSC2,P,Z022,NOS,,CORNING(R) SYRINGE FILTERS MEMBRANE CAT,CORNING(R) SYRINGE FILTERS MEMBRANE CAT NO:CLS431222,CAT NO:CLS431222
18451,555099115,SHRUHO,44218,X,ZSC2,P,Z022,NOS,,Fire hydrant hose box key  glass,Fire hydrant hose box key  glass,
18452,555100810,SHRUHO,44273,X,ZSC2,P,Z022,NOS,,Seperating funnel 2 L,Seperating funnel 2 L,
18453,555106325,SHRUHO,44476,X,ZSC2,P,Z022,NOS,,pH/DO sensor Infit housing,pH/DO sensor Infit housing,
18454,555107097,SHRUHO,44515,X,ZSC2,P,Z022,NOS,,Glass weighing boat 4ml,Glass weighing boat 4ml,
18455,555110521,RAMAADI,44644,X,ZSC2,P,Z022,NOS,ZM00,File holder – 4 rack,File holder – 4 rack - MAKE:-SOLO,
18456,555117950,PRATHVS,44945,,ZSC2,P,Z022,NOS,,Eco Solvent Vinyl | AutoGlow | Sticker,Eco Solvent Vinyl | AutoGlow | Sticker,
18457,555027083,SHRUHO,42144,,ZSC2,P,Z022,ML,,Trifluoroacetic acid,"Trifluoroacetic acid, CMake:Spectrochem,Grade:HPLC",
18458,555115313,KULAAR,44825,X,ZSC2,P,Z022,NOS,,"Axygen 200uL Universal Fit Pipet Tip, Be","Axygen 200uL Universal Fit Pipet Tip, Bevelled, Yellow, Non-Sterile, 1000/Pack",
18459,555115684,MANJUL,44845,X,ZSC2,P,Z022,NOS,,"EASYSEP MOUSE B CELL ISOLATION KIT,PN#19","EASYSEP MOUSE B CELL ISOLATION KIT,PN#19854,STEM CELL TECHNOLOGIES",
18460,555116874,SHWSAL,44893,X,ZSC2,P,Z022,MG,,"ACEPROMAZINE MALEATE, BRITISH","ACEPROMAZINE MALEATE, BRITISH, Sigma Aldrich cat#BP001",cat#BP001
18461,555118184,RACHANGA,44957,X,ZSC2,P,Z022,NOS,,"Plastic spatula spoon type 12""",Plastic spatula spoon type 12'',
18462,555118224,MANJUL,44958,X,ZSC2,P,Z022,NOS,,"AMMONIUM ACETATE ,PN#01244154 - 50GM, BI","AMMONIUM ACETATE ,PN#01244154 - 50GM, BIOSOLVE",
18463,555118356,RACHANGA,44960,X,ZSC2,P,Z022,NOS,,MAGNETIC STAR PELLET 10*10,MAGNETIC STAR PELLET 10*10,
18464,555118758,PRATHVS,44978,X,ZSC2,P,Z022,NOS,,gBlocks® Gene Fragments 1501-3000 bp,gBlocks® Gene Fragments 1501-3000 bp,
18465,555118916,PRATHVS,44980,X,ZSC2,P,Z022,PAC,,"Hard-Shell 384-Well PCR Plates, thin wal","Hard-Shell 384-Well PCR Plates, thin wall, skirted, clear/white Pkg of 50, clear shell/white well PCR plate for higher fluorescent signals, rigid 2-component design cat:HSP3805 make:BIO-RAD pac:Pack of 50",cat:HSP3805 make:BIO-RAD pac:Pack of 50
18466,555119046,RACHANGA,44986,X,ZSC2,P,Z022,NOS,,DAILY MONITORING OF WATER SYSTEM,	DAILY MONITORING OF WATER SYSTEM,
18467,555119180,RACHANGA,44991,X,ZSC2,P,Z022,NOS,,"Supelco Discovery C18 HS 150 X 2.1 mm, 3","	Supelco Discovery C18 HS 150 X 2.1 mm, 3 micron NA 569255-U",
18468,555119185,RACHANGA,44991,X,ZSC2,P,Z022,NOS,,EDTA,	EDTA Merck,
18469,555002964,BATCH_MM,41748,X,ZSC2,P,Z015,NOS,,"COLUMNS-APEX C8-EC COLUMN 250X4.6MM 5UM,","COLUMNS-Apex C8-EC Column 250x4.6mm 5um,CAT NO#4M25326",CAT NO#4M25326
18470,555119448,RACHANGA,45002,X,ZSC2,P,Z022,NOS,,Soya Lecithin,Soya Lecithin,
18471,555119487,RACHANGA,45006,X,ZSC2,P,Z022,NOS,,"Chiralpak IB N-5 250x4.6mm, 5Î¼m","	Chiralpak IB N-5 (250 x 4.6) mm, 5 Î1/4m, Part No. 88325",P
18472,555119491,MANJUL,45006,X,ZSC2,P,Z022,NOS,,"AMMONIUM FORMATE,PN#01984154, 50GM, BIOS","AMMONIUM FORMATE,PN#01984154, 50GM, BIOSOLVE",
18473,555119558,PRATHVS,45012,X,ZSC2,P,Z022,NOS,,"Fetal Bovine Serum, qualified, heat inac","Fetal Bovine Serum, qualified, heat inactivated, United States,CAT# 16140071",CAT# 16140071
18474,555018353,LAKSGOP,41802,X,ZSC2,P,Z022,NOS,,WATER BOTTLES 500 ML,WATER BOTTLES 500 ML,
18475,555119583,RACHANGA,45012,X,ZSC2,P,Z022,NOS,,"Retrovirus Purification Maxi Kit, cat#V1","	Retrovirus Purification Maxi Kit-(RUO-Consumables), cat# V1272-00, Biogenuix, Pack Size: 2 preps,","cation Maxi Kit-(RUO-Consumables), cat# V1272-00, Biogenuix, Pack Size: 2 preps,"
18476,555013337,BATCH_MM,41748,,ZSC2,P,Z022,ML,,"TRIFLUOROACETIC ACID,CAT#91707,10x1ML,SI","TRIFLUOROACETIC ACID,CAT#91707,10x1ML,SIGMA","CAT#91707,10x1ML,SIGMA"
18477,555119627,PRATHVS,45013,X,ZSC2,P,Z022,NOS,,Protein G Biosensors - Five trays of 96,Protein G Biosensors - Five trays of 96 biosensors coated with Protein G.Cat.No: 18-5083,Cat.No: 18-5083
18478,555119634,PRATHVS,45013,X,ZSC2,P,Z022,NOS,,DMX-5084,DMX-5084 S0268,
18479,555119239,PRATHVS,44994,,ZSC2,P,Z022,PAC,,RASF25045PV Nonsterile PVDF Syringe Filt,"RASF25045PV Nonsterile PVDF Syringe Filters, 25mm, 0.45μm ,CAT:NXSF25045PV",CAT:NXSF25045PV
18480,555119240,PRATHVS,44994,,ZSC2,P,Z022,PAC,,"Non-Sterile Nylon Syringe Filter, Pore S","Non-Sterile Nylon Syringe Filter, Pore Size: 0.22μm, Dia : 13 mm, ,<)>CAT:NXSF13022NY",CAT:NXSF13022NY
18481,555119398,PRATHVS,45001,,ZSC2,P,Z022,MG,,"5(6)-CARBOXY-2',7'-DICHLORO&","5(6)-CARBOXY-2',7'-DICHLORO & CAT:-21884-100MG SIGMA",CAT:-21884-100MG SIGMA
18482,555119697,PRATHVS,45016,,ZSC2,P,Z022,EA,,ACID GREEN 25 (C.I. 61570)-1G,ACID GREEN 25 (C.I. 61570)-1G Product code: S336831-1G,P
18483,555120103,PRATHVS,45035,,ZSC2,P,Z022,ML,,3.33 M KCl internal filling solution for,3.33 M KCl internal filling solution for pH combination electrode PART No: 525-3,P
18484,555121004,PRATHVS,45070,,ZSC2,P,Z022,ROL,,"4"" Continues roll polyester 50Mts -",4'' Continues roll polyester 50Mts -MOQ 20 rolls,
18485,555122574,PRATHVS,45126,,ZSC2,P,Z022,L,,ACETONITRILE HPLC-2.5L,ACETONITRILE HPLC-2.5L CAT:A2094,CAT:A2094
18486,555118547,PRATHVS,44970,,ZSC2,P,Z022,MG,,Phenobarbital,PhenobarbitalMAKE:Clear synth P.N:CS-T-30494 Pack;25 MG,P.N:CS-T-30494 Pack;25 MG
18487,555124281,PRATHVS,45188,,ZSC2,P,Z022,ML,,"MES SOLUTION, BIOPERFORMANCE","MES SOLUTION, BIOPERFORMANCE M1317-100ML",
18488,555123747,PRATHVS,45169,,ZSC2,P,Z022,BOX,,SURGICAL GLOVES (100NOS),SURGICAL GLOVES (100NOS),
18489,555123748,PRATHVS,45169,,ZSC2,P,Z022,CAN,,TASKI R-3Ã‚Â  (5 LTRS),TASKI R-3Â  (5 LTRS),
18490,555123749,PRATHVS,45169,,ZSC2,P,Z022,CAN,,TASKI R-4Ã‚Â  (5 LTRS),TASKI R-4Â  (5 LTRS),
18491,555123750,PRATHVS,45169,,ZSC2,P,Z022,CAN,,TASKI R-5Ã‚Â  (5 LTRS),TASKI R-5Â  (5 LTRS),
18492,555123751,PRATHVS,45169,,ZSC2,P,Z022,CAN,,TASKI R-7Ã‚Â  (5 LTRS),TASKI R-7Â  (5 LTRS),
18493,555123752,PRATHVS,45169,,ZSC2,P,Z022,CAN,,TASKI R-9Ã‚Â  (5 LTRS),TASKI R-9Â  (5 LTRS),
18494,555123753,PRATHVS,45169,,ZSC2,P,Z022,CAN,,SCHEVERAN S10 LIME (5LTR),SCHEVERAN S10 LIME (5LTR),
18495,555123765,PRATHVS,45169,,ZSC2,P,Z022,CAN,,TR 101 (5LTR),TR 101 (5LTR),
18496,555123766,PRATHVS,45169,,ZSC2,P,Z022,CAN,,TR 103 (5LTR),TR 103 (5LTR),
18497,555119037,PRATHVS,44985,,ZSC2,P,Z022,MG,,USP human insulin,United State pharmacopeia Human Insulin cat:1342106,cat:1342106
18498,555119038,PRATHVS,44985,,ZSC2,P,Z022,KIT,,Glucose Uptake Kit,Glucose uptake kit (Fluorometric) cat:ab136956,cat:ab136956
18499,555119643,PRATHVS,45014,X,ZSC2,P,Z022,NOS,,TNIK,TNIK CAT:T27-11G -10,CAT:T27-11G -10
18500,555106339,SREENM,44476,,ZSC2,P,Z022,PAC,ZM00,100 gram RediSep Rf Gold C18 column,100 gram RediSep Rf Gold C18 column (Cat No. :692203337),Cat No. :692203337)
18501,555119646,PRATHVS,45014,X,ZSC2,P,Z022,BOX,,HGK Active-(RUO-Consumables),"HGK Active-(RUO-Consumables),CAT#M26-11G-1, 10UG/PACK","CAT#M26-11G-1, 10UG/PACK"
18502,555026879,MURAMU,42137,X,ZSC2,P,Z022,NOS,,"APC/CY7 ANTI-MOUSE CD45 ANTIBODY,","APC/CY7 ANTI-MOUSE CD45 ANTIBODY,CAT#103116,BIOLEGEND","CAT#103116,BIOLEGEND"
18503,555121005,PRATHVS,45070,,ZSC2,P,Z022,ROL,,110mm x 300Mts Resin ribbon,110mm x 300Mts Resin ribbon,
18504,555119661,MANJUL,45014,X,ZSC2,P,Z022,NOS,,"JY CELL LINES-IHW NUMBER: 9287,PN#940225","JY CELL LINES-IHW NUMBER: 9287,PN#94022533-1VL,SIGMA",
